"" ,"max_rotation" ,"max_translation"
"sp1108" ,0.210942867376328 ,0.424834370613098
"sp1118" ,5.987165248821633 ,3.425277709960934
"sp1119" ,0.663904680401866 ,0.706583261489869
"sp1126" ,0.103307486009651 ,0.290237426757813
"sp1131" ,1.550217047850265 ,0.925422668457031
"sp1134" ,3.789845400719941 ,6.292686700820930
"sp1136" ,0.060618977826167 ,0.180256843566894
"sp1137" ,6.819967969024691 ,3.325691223144527
"sp1138" ,0.255118507767731 ,0.317466974258423
"sp1139" ,3.460023415478401 ,14.947326660156250
"sp1146" ,0.822694009313495 ,0.547622680664063
"sp1153" ,0.171729323974927 ,0.230136871337890
"sp1162" ,1.025482956704081 ,1.100393295288083
"sp1165" ,0.040746017517758 ,0.182752132415771
"sp1175" ,0.572026252420097 ,0.548133254051209
"sp1177" ,11.128882442608768 ,7.825427055358890
"sp1191" ,0.644170599331671 ,0.816325187683106
"sp1192" ,0.207954080087110 ,0.303333282470703
"sp1216" ,0.068268309147686 ,0.211040496826172
"sp1220" ,0.111810021102143 ,0.328926086425781
"sp1229" ,2.916257755678262 ,2.180126190185550
"sp1231" ,0.844939772706831 ,1.259017944335938
"sp1236" ,3.068624364605292 ,3.819923400878907
"sp1254" ,4.024247096429100 ,1.887104988098145
"sp1271" ,1.775222127838083 ,0.607080459594727
"sp1284" ,0.328949718088818 ,0.315696954727173
"sp1286" ,4.864841106901303 ,2.503509283065795
"sp1287" ,19.252469548312504 ,33.393274307251005
"sp1331" ,5.201300413362440 ,13.644454956054691
"sp1365" ,9.716277028944040 ,5.119882583618170
"sp1366" ,8.397947492008850 ,7.348569869995110
"sp1367" ,11.456081042065325 ,8.216305494308470
"sp1372" ,55.831693631385569 ,55.664185523986809
"sp1389" ,0.855582842655330 ,0.799613952636718
"sp1390" ,0.243925876353284 ,0.664714813232422
"sp1403" ,4.294973890223320 ,13.642858505249031
"sp1404" ,3.828029983450786 ,1.709264755249028
"sp1417" ,17.497543021018846 ,20.084375381469680
"sp1421" ,9.734698226705987 ,5.161505222320550
"sp1430" ,3.846125591019330 ,2.421644210815434
"sp1432" ,3.737118701029300 ,4.276775360107420
"sp1433" ,21.979066591854995 ,28.335122108459501
"sp1437" ,2.635926282320773 ,1.513089895248410
"sp1439" ,4.461357682529854 ,10.080432891845700
"sp1451" ,1.470791437434629 ,1.378608703613281
"sp1453" ,0.172698878010446 ,0.192100524902344
"sp1458" ,1.287014461092541 ,2.621015548706055
"sp1462" ,13.345638970991082 ,20.113756179809542
"sp1463" ,0.053200880655448 ,0.128223419189454
"sp1477" ,5.014762773693311 ,2.691255569458008
"sp1480" ,4.705994986135092 ,3.010713100433350
"sp1481" ,13.795368612195029 ,32.078390121459904
"sp1504" ,3.969397851746510 ,3.139626026153560
"sp1525" ,2.408661258707115 ,0.734840452671051
"sp1545" ,0.269120711532578 ,0.364612579345703
"sp1546" ,0.689651407899617 ,0.619838714599609
"sp1579" ,2.459996275070008 ,4.788449764251710
"sp1611" ,4.079672676479214 ,4.403579711914058
"sp1612" ,2.877304053441186 ,0.955398559570317
"sp1619" ,0.155580905421094 ,0.065134048461914
"sp1630" ,8.660464285515431 ,20.919451713562012
"sp1634" ,17.495648782937906 ,5.713736057281491
"sp1635" ,18.789104654078336 ,31.044685363769602
"sp1636" ,3.388391925911848 ,1.835708618164063
"sp1639" ,0.807224060902817 ,0.435800552368164
"sp1669" ,4.351456579622895 ,1.523414611816406
"sp1670" ,7.681903859414406 ,3.350512981414793
"sp1672" ,7.709643109348972 ,8.550174713134769
"sp1680" ,4.403728851531394 ,2.283075571060181
"sp1685" ,0.438858069251324 ,0.633722305297851
"sp1688" ,5.807505426569350 ,1.285236358642578
"sp1693" ,1.049705292377495 ,1.587086677551270
"sp1695" ,0.071208138217995 ,0.519178390502929
"sp1720" ,0.233668053508708 ,0.460374355316163
"sp1737" ,1.638547708692382 ,1.124788284301758
"sp1747" ,5.498522684518723 ,4.642843246459970
"sp1749" ,14.454781903389090 ,21.228693962097140
"sp1751" ,2.584296495916835 ,3.084618330001830
"sp1752" ,28.316383579137153 ,33.390060424804702
"sp1758" ,12.891588090579114 ,15.586131095886261
