"" ,"perc_overlap_mask" ,"xcorr_vol"
"sp0586" ,1.000000000000000 ,1.000000000000000
"sp0587" ,1.000000000000000 ,1.000000000000000
"sp0588" ,1.000000000000000 ,1.000000000000000
"sp0593" ,1.000000000000000 ,1.000000000000000
"sp0597" ,1.000000000000000 ,1.000000000000000
"sp0598" ,1.000000000000000 ,1.000000000000000
"sp0599" ,1.000000000000000 ,1.000000000000000
"sp0600" ,1.000000000000000 ,1.000000000000000
"sp0601" ,1.000000000000000 ,1.000000000000000
"sp0604" ,1.000000000000000 ,1.000000000000000
"sp0607" ,1.000000000000000 ,1.000000000000000
"sp0619" ,1.000000000000000 ,1.000000000000000
"sp0620" ,1.000000000000000 ,1.000000000000000
"sp0625" ,1.000000000000000 ,1.000000000000000
"sp0629" ,1.000000000000000 ,1.000000000000000
"sp0630" ,1.000000000000000 ,1.000000000000000
"sp0631" ,1.000000000000000 ,1.000000000000000
"sp0632" ,1.000000000000000 ,1.000000000000000
"sp0640" ,1.000000000000000 ,1.000000000000000
"sp0644" ,1.000000000000000 ,1.000000000000000
"sp0645" ,1.000000000000000 ,1.000000000000000
"sp0650" ,1.000000000000000 ,1.000000000000000
"sp0657" ,1.000000000000000 ,1.000000000000000
"sp0658" ,1.000000000000000 ,1.000000000000000
"sp0662" ,1.000000000000000 ,1.000000000000000
"sp0664" ,1.000000000000000 ,1.000000000000000
"sp0675" ,1.000000000000000 ,1.000000000000000
"sp0676" ,1.000000000000000 ,1.000000000000000
"sp0678" ,1.000000000000000 ,1.000000000000000
"sp0679" ,1.000000000000000 ,1.000000000000000
"sp0681" ,1.000000000000000 ,1.000000000000000
"sp0682" ,1.000000000000000 ,1.000000000000000
"sp0692" ,1.000000000000000 ,1.000000000000000
"sp0696" ,1.000000000000000 ,1.000000000000000
"sp0697" ,1.000000000000000 ,1.000000000000000
"sp0699" ,1.000000000000000 ,1.000000000000000
"sp0701" ,0.892520904541016 ,0.870901584625244
"sp0709" ,1.000000000000000 ,1.000000000000000
"sp0713" ,1.000000000000000 ,1.000000000000000
"sp0714" ,1.000000000000000 ,1.000000000000000
"sp0715" ,1.000000000000000 ,1.000000000000000
"sp0735" ,1.000000000000000 ,1.000000000000000
"sp0747" ,1.000000000000000 ,1.000000000000000
"sp0748" ,1.000000000000000 ,1.000000000000000
"sp0758" ,1.000000000000000 ,1.000000000000000
"sp0761" ,1.000000000000000 ,1.000000000000000
"sp0762" ,0.799741446971893 ,0.847737789154053
"sp0767" ,1.000000000000000 ,1.000000000000000
"sp0768" ,1.000000000000000 ,1.000000000000000
"sp0772" ,1.000000000000000 ,1.000000000000000
"sp0778" ,1.000000000000000 ,1.000000000000000
"sp0782" ,1.000000000000000 ,1.000000000000000
"sp0789" ,1.000000000000000 ,1.000000000000000
"sp0790" ,1.000000000000000 ,1.000000000000000
"sp0792" ,0.799741446971893 ,0.847737789154053
"sp0801" ,1.000000000000000 ,1.000000000000000
"sp0804" ,1.000000000000000 ,1.000000000000000
"sp0805" ,1.000000000000000 ,1.000000000000000
"sp0806" ,1.000000000000000 ,1.000000000000000
"sp0812" ,1.000000000000000 ,1.000000000000000
"sp0814" ,1.000000000000000 ,1.000000000000000
"sp0819" ,1.000000000000000 ,1.000000000000000
"sp0833" ,1.000000000000000 ,1.000000000000000
"sp0834" ,1.000000000000000 ,1.000000000000000
"sp0835" ,1.000000000000000 ,1.000000000000000
"sp0836" ,1.000000000000000 ,1.000000000000000
"sp0837" ,1.000000000000000 ,1.000000000000000
"sp0862" ,1.000000000000000 ,1.000000000000000
"sp0869" ,1.000000000000000 ,1.000000000000000
"sp0871" ,1.000000000000000 ,1.000000000000000
"sp0875" ,1.000000000000000 ,1.000000000000000
"sp0878" ,1.000000000000000 ,1.000000000000000
"sp0879" ,1.000000000000000 ,1.000000000000000
"sp0886" ,1.000000000000000 ,1.000000000000000
"sp0887" ,1.000000000000000 ,1.000000000000000
"sp0901" ,1.000000000000000 ,1.000000000000000
"sp0906" ,1.000000000000000 ,1.000000000000000
"sp0913" ,1.000000000000000 ,1.000000000000000
"sp0923" ,1.000000000000000 ,1.000000000000000
"sp0924" ,1.000000000000000 ,1.000000000000000
"sp0926" ,1.000000000000000 ,1.000000000000000
"sp0927" ,1.000000000000000 ,1.000000000000000
"sp0928" ,1.000000000000000 ,1.000000000000000
"sp0929" ,1.000000000000000 ,1.000000000000000
"sp0930" ,1.000000000000000 ,1.000000000000000
"sp0933" ,1.000000000000000 ,1.000000000000000
"sp0939" ,1.000000000000000 ,1.000000000000000
"sp0942" ,1.000000000000000 ,1.000000000000000
"sp0952" ,1.000000000000000 ,1.000000000000000
"sp0959" ,1.000000000000000 ,1.000000000000000
"sp0963" ,1.000000000000000 ,1.000000000000000
"sp0973" ,1.000000000000000 ,1.000000000000000
"sp0979" ,1.000000000000000 ,1.000000000000000
"sp0980" ,1.000000000000000 ,1.000000000000000
"sp0984" ,1.000000000000000 ,1.000000000000000
"sp0989" ,1.000000000000000 ,1.000000000000000
"sp0991" ,1.000000000000000 ,1.000000000000000
"sp0992" ,1.000000000000000 ,1.000000000000000
"sp0993" ,1.000000000000000 ,1.000000000000000
"sp0994" ,1.000000000000000 ,1.000000000000000
"sp0995" ,1.000000000000000 ,1.000000000000000
"sp0997" ,1.000000000000000 ,1.000000000000000
"sp1005" ,1.000000000000000 ,1.000000000000000
"sp1011" ,1.000000000000000 ,1.000000000000000
"sp1013" ,1.000000000000000 ,1.000000000000000
"sp1015" ,1.000000000000000 ,1.000000000000000
"sp1016" ,1.000000000000000 ,1.000000000000000
"sp1017" ,1.000000000000000 ,1.000000000000000
"sp1019" ,1.000000000000000 ,1.000000000000000
"sp1023" ,1.000000000000000 ,1.000000000000000
"sp1028" ,1.000000000000000 ,1.000000000000000
"sp1030" ,1.000000000000000 ,1.000000000000000
"sp1045" ,1.000000000000000 ,1.000000000000000
"sp1046" ,1.000000000000000 ,1.000000000000000
"sp1048" ,1.000000000000000 ,1.000000000000000
"sp1049" ,1.000000000000000 ,1.000000000000000
"sp1056" ,1.000000000000000 ,1.000000000000000
"sp1058" ,1.000000000000000 ,1.000000000000000
"sp1069" ,1.000000000000000 ,1.000000000000000
"sp1071" ,1.000000000000000 ,1.000000000000000
"sp1076" ,1.000000000000000 ,1.000000000000000
"sp1077" ,1.000000000000000 ,1.000000000000000
"sp1078" ,1.000000000000000 ,1.000000000000000
"sp1082" ,1.000000000000000 ,1.000000000000000
"sp1083" ,1.000000000000000 ,1.000000000000000
"sp1085" ,1.000000000000000 ,1.000000000000000
"sp1086" ,1.000000000000000 ,1.000000000000000
"sp1091" ,1.000000000000000 ,1.000000000000000
"sp1092" ,1.000000000000000 ,1.000000000000000
"sp1094" ,1.000000000000000 ,1.000000000000000
"sp1101" ,1.000000000000000 ,1.000000000000000
"sp1102" ,1.000000000000000 ,1.000000000000000
"sp1104" ,1.000000000000000 ,1.000000000000000
"sp1106" ,1.000000000000000 ,1.000000000000000
"sp1108" ,1.000000000000000 ,1.000000000000000
"sp1118" ,1.000000000000000 ,1.000000000000000
"sp1119" ,1.000000000000000 ,1.000000000000000
"sp1126" ,1.000000000000000 ,1.000000000000000
"sp1131" ,1.000000000000000 ,1.000000000000000
"sp1134" ,1.000000000000000 ,1.000000000000000
"sp1136" ,1.000000000000000 ,1.000000000000000
"sp1137" ,1.000000000000000 ,1.000000000000000
"sp1138" ,1.000000000000000 ,1.000000000000000
"sp1139" ,1.000000000000000 ,1.000000000000000
"sp1146" ,1.000000000000000 ,1.000000000000000
"sp1153" ,1.000000000000000 ,1.000000000000000
"sp1162" ,1.000000000000000 ,1.000000000000000
"sp1165" ,1.000000000000000 ,1.000000000000000
"sp1175" ,1.000000000000000 ,1.000000000000000
"sp1177" ,1.000000000000000 ,1.000000000000000
"sp1191" ,1.000000000000000 ,1.000000000000000
"sp1192" ,1.000000000000000 ,1.000000000000000
"sp1216" ,1.000000000000000 ,1.000000000000000
"sp1220" ,1.000000000000000 ,1.000000000000000
"sp1229" ,1.000000000000000 ,1.000000000000000
"sp1231" ,1.000000000000000 ,1.000000000000000
"sp1236" ,1.000000000000000 ,1.000000000000000
"sp1254" ,1.000000000000000 ,1.000000000000000
"sp1271" ,1.000000000000000 ,1.000000000000000
"sp1284" ,1.000000000000000 ,1.000000000000000
"sp1286" ,1.000000000000000 ,1.000000000000000
"sp1287" ,1.000000000000000 ,1.000000000000000
"sp1331" ,1.000000000000000 ,1.000000000000000
"sp1365" ,1.000000000000000 ,1.000000000000000
"sp1366" ,1.000000000000000 ,1.000000000000000
"sp1367" ,1.000000000000000 ,1.000000000000000
"sp1372" ,1.000000000000000 ,1.000000000000000
"sp1389" ,1.000000000000000 ,1.000000000000000
"sp1390" ,1.000000000000000 ,1.000000000000000
"sp1403" ,1.000000000000000 ,1.000000000000000
"sp1404" ,1.000000000000000 ,1.000000000000000
"sp1417" ,1.000000000000000 ,1.000000000000000
"sp1421" ,1.000000000000000 ,1.000000000000000
"sp1430" ,1.000000000000000 ,1.000000000000000
"sp1432" ,1.000000000000000 ,1.000000000000000
"sp1433" ,1.000000000000000 ,1.000000000000000
"sp1437" ,1.000000000000000 ,1.000000000000000
"sp1439" ,1.000000000000000 ,1.000000000000000
"sp1451" ,1.000000000000000 ,1.000000000000000
"sp1453" ,1.000000000000000 ,1.000000000000000
"sp1458" ,1.000000000000000 ,1.000000000000000
"sp1462" ,1.000000000000000 ,1.000000000000000
"sp1463" ,1.000000000000000 ,1.000000000000000
"sp1477" ,1.000000000000000 ,1.000000000000000
"sp1480" ,1.000000000000000 ,1.000000000000000
"sp1481" ,1.000000000000000 ,1.000000000000000
"sp1504" ,1.000000000000000 ,1.000000000000000
"sp1525" ,1.000000000000000 ,1.000000000000000
"sp1545" ,1.000000000000000 ,1.000000000000000
"sp1546" ,1.000000000000000 ,1.000000000000000
"sp1579" ,1.000000000000000 ,1.000000000000000
"sp1611" ,1.000000000000000 ,1.000000000000000
"sp1612" ,1.000000000000000 ,1.000000000000000
"sp1619" ,1.000000000000000 ,1.000000000000000
"sp1630" ,1.000000000000000 ,1.000000000000000
"sp1634" ,1.000000000000000 ,1.000000000000000
"sp1635" ,1.000000000000000 ,1.000000000000000
"sp1636" ,1.000000000000000 ,1.000000000000000
"sp1639" ,1.000000000000000 ,1.000000000000000
"sp1669" ,1.000000000000000 ,1.000000000000000
"sp1670" ,1.000000000000000 ,1.000000000000000
"sp1672" ,0.983150780200958 ,0.988116860389709
"sp1680" ,1.000000000000000 ,1.000000000000000
"sp1685" ,1.000000000000000 ,1.000000000000000
"sp1688" ,1.000000000000000 ,1.000000000000000
"sp1693" ,1.000000000000000 ,1.000000000000000
"sp1695" ,1.000000000000000 ,1.000000000000000
"sp1720" ,1.000000000000000 ,1.000000000000000
"sp1737" ,1.000000000000000 ,1.000000000000000
"sp1747" ,1.000000000000000 ,1.000000000000000
"sp1749" ,1.000000000000000 ,1.000000000000000
"sp1751" ,1.000000000000000 ,1.000000000000000
"sp1752" ,1.000000000000000 ,1.000000000000000
"sp1758" ,1.000000000000000 ,1.000000000000000
