"" ,"frames_scrubbed" ,"frames_OK" ,"FD" ,"FD_scrubbed"
"sp0470_sess1_rest1" ,100.000000000000000 ,56.000000000000000 ,0.381280991452044 ,0.208059478754347
"sp0473_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,19.327325204406122 ,20.168887948989870
"sp0474_sess1_rest1" ,223.000000000000000 ,77.000000000000000 ,0.608183872540260 ,0.203743663763529
"sp0479_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,59.030708852440419 ,59.181615161895749
"sp0481_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.136663344131166 ,0.136663344131166
"sp0482_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.100518893058035 ,0.100518893058035
"sp0485_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,23.273350763802576 ,23.471194648742674
"sp0486_sess1_rest1" ,0.000000000000000 ,156.000000000000000 ,0.141383582617967 ,0.141383582617967
"sp0504_sess1_rest1" ,116.000000000000000 ,40.000000000000000 ,0.784715798304927 ,0.521270940701167
"sp0511_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,62.348377458976977 ,63.374180698394774
"sp0513_sess1_rest1" ,27.000000000000000 ,273.000000000000000 ,0.176681881568809 ,0.157139526451561
"sp0514_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,46.896759534122971 ,44.291605138778685
"sp0519_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,14.186119879134978 ,14.325100111961365
"sp0521_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,10.790392735991816 ,11.044285702705384
"sp0526_sess1_rest1" ,16.000000000000000 ,284.000000000000000 ,0.200573332956603 ,0.191144225954378
"sp0527_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,15.876872004884662 ,15.874816942214967
"sp0530_sess1_rest1" ,102.000000000000000 ,54.000000000000000 ,0.399440458969724 ,0.208489697004827
"sp0531_sess1_rest1" ,115.000000000000000 ,41.000000000000000 ,0.615756308999393 ,0.222026443853974
"sp0532_sess1_rest1" ,12.000000000000000 ,144.000000000000000 ,0.214732242447715 ,0.197898530142589
"sp0533_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.107534556434705 ,0.107534556434705
"sp0536_sess1_rest1" ,74.000000000000000 ,82.000000000000000 ,0.412989671047657 ,0.281970802603698
"sp0539_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.096799940132477 ,0.096799940132477
"sp0543_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.105117521644336 ,0.105117521644336
"sp0548_sess1_rest1" ,5.000000000000000 ,295.000000000000000 ,0.102079643135934 ,0.098487161055562
"sp0555_sess1_rest1" ,65.000000000000000 ,91.000000000000000 ,0.376674354316727 ,0.179413327078025
"sp0556_sess1_rest1" ,4.000000000000000 ,152.000000000000000 ,0.183009394065988 ,0.179421138117053
"sp0557_sess1_rest1" ,49.000000000000000 ,107.000000000000000 ,0.581617962713203 ,0.167870786146454
"sp0560_sess1_rest1" ,31.000000000000000 ,125.000000000000000 ,0.208599673211575 ,0.184936436073434
"sp0561_sess1_rest1" ,10.000000000000000 ,290.000000000000000 ,0.187786899220485 ,0.181980268004959
"sp0562_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,16.732133171775125 ,17.965938210487366
"sp0566_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,19.341514597035417 ,18.994568252563475
"sp0566_sess1_rest2" ,60.000000000000000 ,40.000000000000000 ,10.656248410542807 ,10.945091629028321
"sp0572_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,12.339448784336899 ,12.539886331558227
"sp0573_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,12.449122274764861 ,12.618360495567321
"sp0574_sess1_rest1" ,60.000000000000000 ,40.000000000000000 ,17.527581157106340 ,17.812834262847900
"sp0576_sess1_rest1" ,106.000000000000000 ,50.000000000000000 ,0.402789910089585 ,0.166890333443880
"sp0577_sess1_rest1" ,26.000000000000000 ,130.000000000000000 ,0.226367699318836 ,0.157797279847107
"sp0580_sess1_rest1" ,0.000000000000000 ,300.000000000000000 ,0.108063063556235 ,0.108063063556235
"sp0584_sess1_rest1" ,40.000000000000000 ,116.000000000000000 ,0.274085716831107 ,0.184985560826633
"sp0585_sess1_rest1" ,66.000000000000000 ,90.000000000000000 ,0.383268686720440 ,0.174813750043009
"sp0586_sess1_rest1" ,13.000000000000000 ,143.000000000000000 ,0.229458083272230 ,0.218018484590192
