id_subject,QC
sp0007,
sp0008,
sp0009,
sp0010,
sp0011,
sp0013,
sp0014,
sp0015,
sp0016,
sp0018,
sp0019,
sp0022,
sp0028,
sp0031,
sp0032,
sp0033,
sp0035,
sp0039,
sp0040,
sp0041,
sp0048,
sp0053,
sp0054,
sp0057,
sp0058,
sp0060,
sp0061,
sp0067,
sp0068,
sp0071,
sp0072,
sp0073,
sp0074,
sp0077,
sp0078,
sp0079,
sp0085,
sp0090,
sp0091,
sp0094,
sp0095,
sp0096,
sp0098,
sp0099,
sp0100,
sp0102,
sp0103,
sp0106,
sp0107,
sp0108,
sp0111,
sp0118,
sp0123,
sp0124,
sp0125,
sp0128,
sp0137,
sp0138,
sp0139,
sp0142,
sp0145,
sp0147,
sp0149,
sp0150,
sp0151,
sp0155,
sp0156,
sp0157,
sp0158,
sp0159,
sp0161,
sp0162,
sp0163,
sp0164,
sp0165,
sp0166,
sp0167,
sp0170,
sp0171,
sp0172,
sp0173,
sp0174,
sp0175,
sp0177,
sp0178,
sp0179,
sp0181,
sp0182,
sp0183,
sp0195,
sp0196,
sp0197,
sp0198,
sp0203,
sp0204,
sp0206,
sp0207,
sp0209,
sp0210,
sp0211,
sp0238,
sp0241,
sp0242,
sp0246,
sp0251,
sp0255,
sp0269,
sp0270,
sp0271,
sp0275,
sp0276,
sp0281,
sp0282,
sp0283,
sp0284,
sp0285,
sp0286,
sp0287,
sp0288,
sp0293,
sp0297,
sp0298,
sp0299,
sp0302,
sp0310,
sp0315,
sp0316,
sp0321,
sp0329,
sp0335,
sp0341,
sp0343,
sp0360,
sp0364,
sp0365,
sp0366,
sp0368,
sp0372,
sp0373,
sp0383,
sp0392,
sp0393,
sp0394,
sp0395,
sp0406,
sp0409,
sp0410,
sp0411,
sp0412,
sp0416,
sp0427,
sp0428,
sp0431,
sp0432,
sp0433,
sp0434,
sp0437,
sp0438,
sp0449,
sp0451,
sp0452,
sp0453,
sp0454,
sp0456,
sp0464,
sp0466,
sp0470,
sp0473,
sp0474,
sp0479,
sp0481,
sp0482,
sp0485,
sp0486,
sp0504,
sp0511,
sp0513,
sp0514,
sp0519,
sp0521,
sp0526,
sp0527,
sp0530,
sp0531,
sp0532,
sp0533,
sp0536,
sp0539,
sp0543,
sp0548,
sp0555,
sp0556,
sp0557,
sp0560,
sp0561,
sp0562,
sp0566,
sp0572,
sp0573,
sp0574,
sp0576,
sp0577,
sp0580,
sp0584,
sp0585,
sp0586,
sp0587,
sp0588,
sp0593,
sp0597,
sp0598,
sp0599,
sp0600,
sp0601,
sp0604,
sp0607,
sp0619,
sp0620,
sp0625,
sp0629,
sp0630,
sp0631,
sp0632,
sp0640,
sp0644,
sp0645,
sp0650,
sp0657,
sp0658,
sp0662,
sp0664,
sp0675,
sp0676,
sp0678,
sp0679,
sp0681,
sp0682,
sp0692,
sp0696,
sp0697,
sp0699,
sp0701,
sp0709,
sp0713,
sp0714,
sp0715,
sp0735,
sp0747,
sp0748,
sp0758,
sp0761,
sp0762,
sp0767,
sp0768,
sp0772,
sp0778,
sp0782,
sp0789,
sp0790,
sp0792,
sp0801,
sp0804,
sp0805,
sp0806,
sp0812,
sp0814,
sp0819,
sp0833,
sp0834,
sp0835,
sp0836,
sp0837,
sp0862,
sp0869,
sp0871,
sp0875,
sp0878,
sp0879,
sp0886,
sp0887,
sp0901,
sp0906,
sp0913,
sp0923,
sp0924,
sp0926,
sp0927,
sp0928,
sp0929,
sp0930,
sp0933,
sp0939,
sp0942,
sp0952,
sp0959,
sp0963,
sp0973,
sp0979,
sp0980,
sp0984,
sp0989,
sp0991,
sp0992,
sp0993,
sp0994,
sp0995,
sp0997,
sp1005,
sp1011,
sp1013,
sp1015,
sp1016,
sp1017,
sp1019,
sp1023,
sp1028,
sp1030,
sp1045,
sp1046,
sp1048,
sp1049,
sp1056,
sp1058,
sp1069,
sp1071,
sp1076,
sp1077,
sp1078,
sp1082,
sp1083,
sp1085,
sp1086,
sp1091,
sp1092,
sp1094,
sp1101,
sp1102,
sp1104,
sp1106,
sp1108,
sp1118,
sp1119,
sp1126,
sp1131,
sp1134,
sp1136,
sp1137,
sp1138,
sp1139,
sp1146,
sp1153,
sp1162,
sp1165,
sp1175,
sp1177,
sp1191,
sp1192,
sp1216,
sp1220,
sp1229,
sp1231,
sp1236,
sp1254,
sp1271,
sp1284,
sp1286,
sp1287,
sp1331,
sp1365,
sp1366,
sp1367,
sp1372,
sp1389,
sp1390,
sp1403,
sp1404,
sp1417,
sp1421,
sp1430,
sp1432,
sp1433,
sp1437,
sp1439,
sp1451,
sp1453,
sp1458,
sp1462,
sp1463,
sp1477,
sp1480,
sp1481,
sp1504,
sp1525,
sp1545,
sp1546,
sp1579,
sp1611,
sp1612,
sp1619,
sp1630,
sp1634,
sp1635,
sp1636,
sp1639,
sp1669,
sp1670,
sp1672,
sp1680,
sp1685,
sp1688,
sp1693,
sp1695,
sp1720,
sp1737,
sp1747,
sp1749,
sp1751,
sp1752,
sp1758,
